ID,Region,Country,City,Latitude,Longitude,Activity,Description,Category,Difficulty,Skill_Tier,Tier_Level,Indoor_Outdoor,Popularity,Duration,Price_Range,Frequency,Equipment_Needed
26082,Oceania,Australia,Melbourne,10.3985,-85.9264,ceramic sculpting,"Ceramic sculpting sessions in Melbourne, Australia, offer creativity, culture, and community learning.",Wellness,Advanced,Tier 3,3,Outdoor,5,1 hour,$,Monthly,"kiln, ceramic tools, glaze"
26083,Oceania,Australia,Perth,-29.5138,-98.6871,painting,"Experience the joy of painting in Perth, Australia, surrounded by supportive mentors and local tradition.",Lifestyle,Easy,Tier 1,1,Outdoor,3,30 min,$$,Monthly,"easel, acrylics, palette"
26084,Americas,Brazil,Salvador,-6.8155,-5.4108,goal making/tracking,"Goal making/tracking sessions in Salvador, Brazil, offer creativity, culture, and community learning.",Lifestyle,Intermediate,Tier 2,2,Indoor,1,Half day,$,Seasonal,"planner, sticky notes, markers"
26085,Asia,Japan,Sapporo,17.4005,-9.5097,electronics tinkering,"Electronics tinkering sessions in Sapporo, Japan, offer creativity, culture, and community learning.",Wellness,Easy,Tier 1,1,Outdoor,4,2 hours,$,Weekly,"breadboard, USB cable, resistors"
26086,Asia,China,Beijing,-24.7342,-34.4663,decluttering,"Experience the joy of decluttering in Beijing, China, surrounded by supportive mentors and local tradition.",Food,Intermediate,Tier 2,2,Outdoor,5,Half day,$$$,Daily,"paintbrush, apron, fabric scraps"
26087,Europe,Germany,Munich,29.3667,44.2178,pottery,"In Munich, Germany, participants can explore pottery through hands-on experience ideal for those seeking a easy yet rewarding challenge.",Culture,Easy,Tier 1,1,Outdoor,1,2 hours,$$$,Seasonal,"clay, wheel, apron"
26088,Oceania,New Zealand,Christchurch,47.8557,47.8256,pottery,"In Christchurch, New Zealand, participants can explore pottery through hands-on experience ideal for those seeking a easy yet rewarding challenge.",Wellness,Easy,Tier 1,1,Outdoor,3,30 min,$,Monthly,"clay, wheel, apron"
26089,Europe,Spain,Valencia,0.1717,79.901,bead design,"In Valencia, Spain, participants can explore bead design through hands-on experience ideal for those seeking a advanced yet rewarding challenge.",Wellness,Advanced,Tier 3,3,Outdoor,3,2 hours,$,Seasonal,"string, needle, clips"
26090,Africa,South Africa,Durban,-4.4877,144.7674,interior organization,"Interior organization sessions in Durban, South Africa, offer creativity, culture, and community learning.",Wellness,Advanced,Tier 3,3,Indoor,4,30 min,$,Monthly,"toolbox, tape measure, gloves"
26091,Asia,China,Shanghai,-14.8132,13.2138,interior organization,"Experience the joy of interior organization in Shanghai, China, surrounded by supportive mentors and local tradition.",Automotive,Advanced,Tier 3,3,Indoor,3,Half day,$$,Seasonal,"camera, map, backpack"
26092,Americas,Brazil,Salvador,-37.5361,-15.6992,DIY home,"Diy home sessions in Salvador, Brazil, offer creativity, culture, and community learning.",Automotive,Easy,Tier 1,1,Indoor,4,1 hour,$$$,Monthly,"camera, map, backpack"
26093,Africa,Kenya,Mombasa,9.569,-32.849,electronics tinkering,"Electronics tinkering sessions in Mombasa, Kenya, offer creativity, culture, and community learning.",Automotive,Easy,Tier 1,1,Outdoor,4,Half day,$,Seasonal,"breadboard, USB cable, resistors"
26094,Asia,Japan,Tokyo,31.2281,53.2405,ceramic sculpting,"Ceramic sculpting sessions in Tokyo, Japan, offer creativity, culture, and community learning.",Automotive,Easy,Tier 1,1,Indoor,4,Half day,$$,Seasonal,"kiln, ceramic tools, glaze"
26095,Africa,Kenya,Kisumu,-18.4435,-48.9224,DIY home,"In Kisumu, Kenya, participants can explore DIY home through hands-on experience ideal for those seeking a advanced yet rewarding challenge.",Culture,Advanced,Tier 3,3,Outdoor,1,1 hour,$$$,Daily,"camera, map, backpack"
26096,Asia,India,Delhi,-18.3212,-79.0818,pottery,"Experience the joy of pottery in Delhi, India, surrounded by supportive mentors and local tradition.",Technology,Intermediate,Tier 2,2,Indoor,4,Half day,$$$,Weekly,"clay, wheel, apron"
26097,Oceania,New Zealand,Christchurch,52.989,-70.0124,bag making,"In Christchurch, New Zealand, participants can explore bag making through hands-on experience ideal for those seeking a advanced yet rewarding challenge.",Wellness,Advanced,Tier 3,3,Outdoor,2,30 min,$,Monthly,"needle, thread, fabric"
26098,Europe,UK,Manchester,-20.7308,-71.2369,car maintenance,"Experience the joy of car maintenance in Manchester, UK, surrounded by supportive mentors and local tradition.",Lifestyle,Intermediate,Tier 2,2,Indoor,4,Half day,$$,Weekly,"wax, sponge, bucket"
26099,Americas,USA,Austin,55.0725,-78.5814,interior organization,"In Austin, USA, participants can explore interior organization through hands-on experience ideal for those seeking a easy yet rewarding challenge.",Wellness,Easy,Tier 1,1,Outdoor,5,Half day,$,Weekly,"paintbrush, apron, fabric scraps"
26100,Europe,Sweden,Stockholm,57.1421,-22.294,leather stitching,"Experience the joy of leather stitching in Stockholm, Sweden, surrounded by supportive mentors and local tradition.",Crafts,Intermediate,Tier 2,2,Indoor,4,1 hour,$$,Daily,"punch, awl, stitching kit"
26101,Africa,Kenya,Nairobi,-30.465,112.381,ceramic sculpting,"In Nairobi, Kenya, participants can explore ceramic sculpting through hands-on experience ideal for those seeking a easy yet rewarding challenge.",Wellness,Easy,Tier 1,1,Outdoor,5,30 min,$$$,Seasonal,"kiln, ceramic tools, glaze"
26102,Asia,Japan,Sapporo,-33.9192,39.677,home repair,"Home repair sessions in Sapporo, Japan, offer creativity, culture, and community learning.",Food,Easy,Tier 1,1,Indoor,2,30 min,$,Seasonal,"wrench, screwdriver, pliers"
26103,Africa,Kenya,Mombasa,-37.9989,-4.8955,car maintenance,"Car maintenance sessions in Mombasa, Kenya, offer creativity, culture, and community learning.",Culture,Intermediate,Tier 2,2,Outdoor,1,1 hour,$$,Daily,"wax, sponge, bucket"
26104,Asia,India,Delhi,-28.8489,2.8542,pottery,"Experience the joy of pottery in Delhi, India, surrounded by supportive mentors and local tradition.",Crafts,Intermediate,Tier 2,2,Indoor,5,30 min,$,Seasonal,"clay, wheel, apron"
26105,Americas,Argentina,Córdoba,-24.8546,-81.3182,room by room,"Room by room sessions in Córdoba, Argentina, offer creativity, culture, and community learning.",Lifestyle,Advanced,Tier 3,3,Outdoor,2,1 hour,$$$,Weekly,"organizer, baskets, storage box"
26106,Africa,South Africa,Johannesburg,-8.4963,-26.6267,decluttering,"Decluttering sessions in Johannesburg, South Africa, offer creativity, culture, and community learning.",Crafts,Advanced,Tier 3,3,Indoor,3,1 hour,$$$,Monthly,"paintbrush, apron, fabric scraps"
26107,Americas,Canada,Toronto,47.6511,72.91,DIY hair and beauty,"Experience the joy of DIY hair and beauty in Toronto, Canada, surrounded by supportive mentors and local tradition.",Automotive,Advanced,Tier 3,3,Outdoor,1,30 min,$,Daily,"mirror, hairdryer, comb"
26108,Asia,China,Shanghai,38.7207,-7.9455,car cleaning,"In Shanghai, China, participants can explore car cleaning through hands-on experience ideal for those seeking a easy yet rewarding challenge.",Automotive,Easy,Tier 1,1,Indoor,3,2 hours,$,Seasonal,"wax, sponge, bucket"
26109,Oceania,Australia,Perth,-36.0639,19.0192,goal making/tracking,"Experience the joy of goal making/tracking in Perth, Australia, surrounded by supportive mentors and local tradition.",Technology,Easy,Tier 1,1,Indoor,2,Half day,$$$,Weekly,"planner, sticky notes, markers"
26110,Americas,Mexico,Guadalajara,31.873,-13.0945,self-care tutorial,"Self-care tutorial sessions in Guadalajara, Mexico, offer creativity, culture, and community learning.",Crafts,Easy,Tier 1,1,Indoor,2,30 min,$,Weekly,"wax, sponge, bucket"
26111,Europe,Italy,Florence,55.7271,-87.5837,cupboard clean out,"In Florence, Italy, participants can explore cupboard clean out through hands-on experience ideal for those seeking a advanced yet rewarding challenge.",Food,Advanced,Tier 3,3,Outdoor,1,30 min,$$,Weekly,"bins, labels, towels"
26112,Oceania,New Zealand,Christchurch,-10.2273,127.1147,reading,"Reading sessions in Christchurch, New Zealand, offer creativity, culture, and community learning.",Technology,Easy,Tier 1,1,Outdoor,4,1 hour,$$,Monthly,"book, lamp, chair"
26113,Oceania,New Zealand,Auckland,15.7993,-29.6993,goal making/tracking,"Experience the joy of goal making/tracking in Auckland, New Zealand, surrounded by supportive mentors and local tradition.",Wellness,Advanced,Tier 3,3,Indoor,1,30 min,$$,Daily,"planner, sticky notes, markers"
26114,Oceania,New Zealand,Wellington,-1.5952,-100.492,bead design,"Experience the joy of bead design in Wellington, New Zealand, surrounded by supportive mentors and local tradition.",Technology,Advanced,Tier 3,3,Indoor,1,2 hours,$,Daily,"string, needle, clips"
26115,Europe,UK,Manchester,24.5206,14.2555,room by room,"Experience the joy of room by room in Manchester, UK, surrounded by supportive mentors and local tradition.",Lifestyle,Advanced,Tier 3,3,Indoor,2,30 min,$$,Weekly,"organizer, baskets, storage box"
26116,Asia,Japan,Tokyo,43.2138,134.6612,DIY home,"Experience the joy of DIY home in Tokyo, Japan, surrounded by supportive mentors and local tradition.",Wellness,Easy,Tier 1,1,Indoor,4,30 min,$,Weekly,"paintbrush, apron, fabric scraps"
26117,Oceania,Australia,Melbourne,-21.3445,-75.3774,vehicle detailing,"In Melbourne, Australia, participants can explore vehicle detailing through hands-on experience ideal for those seeking a advanced yet rewarding challenge.",Crafts,Advanced,Tier 3,3,Outdoor,3,Half day,$,Daily,"notebook, pen, phone"
26118,Africa,Kenya,Kisumu,-21.081,-31.8534,cupboard clean out,"In Kisumu, Kenya, participants can explore cupboard clean out through hands-on experience ideal for those seeking a intermediate yet rewarding challenge.",Lifestyle,Intermediate,Tier 2,2,Indoor,3,Half day,$,Weekly,"bins, labels, towels"
26119,Asia,India,Chennai,-2.5999,-76.8334,interior organization,"Interior organization sessions in Chennai, India, offer creativity, culture, and community learning.",Automotive,Easy,Tier 1,1,Outdoor,1,30 min,$$$,Monthly,"notebook, pen, phone"
26120,Asia,India,Delhi,6.8713,-7.3892,dancing,"In Delhi, India, participants can explore dancing through hands-on experience ideal for those seeking a advanced yet rewarding challenge.",Automotive,Advanced,Tier 3,3,Indoor,1,Half day,$,Seasonal,"paintbrush, apron, fabric scraps"
26121,Oceania,New Zealand,Auckland,-38.2731,79.8826,vehicle detailing,"In Auckland, New Zealand, participants can explore vehicle detailing through hands-on experience ideal for those seeking a intermediate yet rewarding challenge.",Lifestyle,Intermediate,Tier 2,2,Indoor,5,Half day,$$$,Daily,"camera, map, backpack"
26122,Oceania,New Zealand,Christchurch,-21.2762,138.7394,room by room,"Room by room sessions in Christchurch, New Zealand, offer creativity, culture, and community learning.",Crafts,Intermediate,Tier 2,2,Outdoor,4,30 min,$,Seasonal,"organizer, baskets, storage box"
26123,Europe,Sweden,Malmö,53.5158,23.7923,metal crafting,"Experience the joy of metal crafting in Malmö, Sweden, surrounded by supportive mentors and local tradition.",Wellness,Advanced,Tier 3,3,Indoor,5,1 hour,$$,Daily,"forge, tongs, grinder"
26124,Asia,India,Delhi,13.5294,19.5618,ceramic sculpting,"Ceramic sculpting sessions in Delhi, India, offer creativity, culture, and community learning.",Lifestyle,Intermediate,Tier 2,2,Indoor,3,30 min,$$$,Weekly,"kiln, ceramic tools, glaze"
26125,Europe,France,Bordeaux,17.056,109.9543,cupboard clean out,"Cupboard clean out sessions in Bordeaux, France, offer creativity, culture, and community learning.",Wellness,Intermediate,Tier 2,2,Outdoor,1,2 hours,$,Seasonal,"bins, labels, towels"
26126,Europe,Germany,Berlin,-6.1366,-68.6457,leather stitching,"In Berlin, Germany, participants can explore leather stitching through hands-on experience ideal for those seeking a intermediate yet rewarding challenge.",Crafts,Intermediate,Tier 2,2,Indoor,5,30 min,$,Seasonal,"punch, awl, stitching kit"
26127,Europe,Spain,Barcelona,-15.986,47.9953,ceramic sculpting,"In Barcelona, Spain, participants can explore ceramic sculpting through hands-on experience ideal for those seeking a easy yet rewarding challenge.",Automotive,Easy,Tier 1,1,Outdoor,2,30 min,$,Monthly,"kiln, ceramic tools, glaze"
26128,Africa,South Africa,Pretoria,11.6842,45.6261,architecture admiration,"Architecture admiration sessions in Pretoria, South Africa, offer creativity, culture, and community learning.",Wellness,Advanced,Tier 3,3,Indoor,4,30 min,$,Weekly,"camera, sketchbook, measure tape"
26129,Africa,Kenya,Nairobi,19.1177,133.748,painting,"Painting sessions in Nairobi, Kenya, offer creativity, culture, and community learning.",Wellness,Intermediate,Tier 2,2,Indoor,4,1 hour,$$,Daily,"easel, acrylics, palette"
26130,Africa,South Africa,Cape Town,-7.1322,47.4503,car maintenance,"In Cape Town, South Africa, participants can explore car maintenance through hands-on experience ideal for those seeking a easy yet rewarding challenge.",Wellness,Easy,Tier 1,1,Indoor,2,30 min,$,Daily,"wax, sponge, bucket"
26131,Africa,Kenya,Mombasa,60.2239,141.0043,scrapbooking,"Scrapbooking sessions in Mombasa, Kenya, offer creativity, culture, and community learning.",Wellness,Easy,Tier 1,1,Indoor,2,1 hour,$,Seasonal,"notebook, pen, reading glasses"
26132,Europe,Germany,Hamburg,22.2933,-75.9521,metal crafting,"In Hamburg, Germany, participants can explore metal crafting through hands-on experience ideal for those seeking a easy yet rewarding challenge.",Technology,Easy,Tier 1,1,Outdoor,1,2 hours,$$$,Seasonal,"forge, tongs, grinder"
26133,Europe,Sweden,Stockholm,-11.1839,3.254,homegrown food,"In Stockholm, Sweden, participants can explore homegrown food through hands-on experience ideal for those seeking a easy yet rewarding challenge.",Food,Easy,Tier 1,1,Indoor,3,30 min,$$,Weekly,"gloves, planter, seeds"
26134,Africa,Kenya,Mombasa,2.577,-96.2792,knife making,"In Mombasa, Kenya, participants can explore knife making through hands-on experience ideal for those seeking a easy yet rewarding challenge.",Food,Easy,Tier 1,1,Indoor,3,2 hours,$,Seasonal,"steel, anvil, hammer"
26135,Europe,Sweden,Gothenburg,44.509,-0.2519,reading,"Experience the joy of reading in Gothenburg, Sweden, surrounded by supportive mentors and local tradition.",Crafts,Advanced,Tier 3,3,Outdoor,2,Half day,$,Daily,"book, lamp, chair"
26136,Oceania,Australia,Melbourne,59.218,93.5644,electronics tinkering,"Electronics tinkering sessions in Melbourne, Australia, offer creativity, culture, and community learning.",Wellness,Intermediate,Tier 2,2,Outdoor,3,2 hours,$,Seasonal,"breadboard, USB cable, resistors"
26137,Oceania,New Zealand,Christchurch,-10.4567,60.463,book club,"Book club sessions in Christchurch, New Zealand, offer creativity, culture, and community learning.",Crafts,Easy,Tier 1,1,Outdoor,5,30 min,$$,Daily,"notebook, pen, reading glasses"
26138,Europe,Sweden,Malmö,-13.014,73.065,car maintenance,"Car maintenance sessions in Malmö, Sweden, offer creativity, culture, and community learning.",Lifestyle,Advanced,Tier 3,3,Indoor,4,Half day,$$$,Daily,"wax, sponge, bucket"
26139,Americas,Argentina,Córdoba,-36.1212,-41.7442,self-care tutorial,"In Córdoba, Argentina, participants can explore self-care tutorial through hands-on experience ideal for those seeking a advanced yet rewarding challenge.",Lifestyle,Advanced,Tier 3,3,Outdoor,1,Half day,$,Weekly,"wax, sponge, bucket"
26140,Oceania,Australia,Sydney,50.875,-83.2985,folk dance,"Experience the joy of folk dance in Sydney, Australia, surrounded by supportive mentors and local tradition.",Technology,Advanced,Tier 3,3,Outdoor,5,2 hours,$$$,Seasonal,"music player, dance shoes, mirrors"
26141,Europe,Sweden,Stockholm,-2.0359,-116.3893,memory journaling,"In Stockholm, Sweden, participants can explore memory journaling through hands-on experience ideal for those seeking a advanced yet rewarding challenge.",Food,Advanced,Tier 3,3,Outdoor,4,30 min,$$,Daily,"diary, pen, color markers"
