activity_title,description,instruction,activity_type,subcategory,duration_minutes,tier,cost,location,min_age,max_age,neurodivergent_friendly,neurodivergent_notes,sensory_tags,social_type,energy_level,outcome_tag,mood_match,time,Category
Plyometric Jump Circuit - Routine #941,Explosive lower body jumping and landing mechanics drill. Designed for home/living room training using jump rope.,MAIN EXERCISE ROUTINE:,Time-Bound,HIIT & Explosive Power,30.0,1.0,Free,Home/Living Room,14.0,75.0,Yes,High-intensity rhythmic movement provides vigorous proprioceptive feedback and heavy work input to regulate the nervous system.,"Proprioceptive, Vestibular, Tactile",Solo / Group,High,"Stamina, Energy, Strength, Focus, Stress Release","Restless, High Energy, Stressed, Lethargic, Seeking Focus",daytime,Movement / Exercise
,,"Warm-up (5 mins): Dynamic calf hops, leg swings, arm circles.",,,,,,,,,,,,,,,,,
,,"Main Workout (20 mins): 4 rounds of Broad Jumps (45s), Skater Hops (45s), Squat Jumps (45s), Lateral Line Bounces (45s). Rest 60s after each round.",,,,,,,,,,,,,,,,,
,,Cool-down (5 mins): Deep quad and hamstring stretches.,,,,,,,,,,,,,,,,,
,,BEGINNER ALTERNATIVE (STEP-BY-STEP):,,,,,,,,,,,,,,,,,
,,1. Reduce exercise intensity to 50% effort.,,,,,,,,,,,,,,,,,
,,"2. Perform each movement for 20-30 seconds, taking 30-40 seconds rest between moves.",,,,,,,,,,,,,,,,,
,,"3. Complete 2-3 rounds instead of 4-5, taking full 2-minute rest breaks between rounds.",,,,,,,,,,,,,,,,,
Heavy Ruck Power Burnout - Routine #942,Weighted backpack cardio and bodyweight movement combo. Designed for home/living room training using resistance band.,MAIN EXERCISE ROUTINE:,Time-Bound,Weighted & Resistance,30.0,1.0,Free,Home/Living Room,14.0,75.0,Yes,High-intensity rhythmic movement provides vigorous proprioceptive feedback and heavy work input to regulate the nervous system.,"Proprioceptive, Vestibular, Tactile",Solo / Group,High,"Stamina, Energy, Strength, Focus, Stress Release","Restless, High Energy, Stressed, Lethargic, Seeking Focus",daytime,Movement / Exercise
,,Setup: Put 10-15 kg in a sturdy backpack.,,,,,,,,,,,,,,,,,
,,"Warm-up (5 mins): Power walk, arm circles, shoulder rolls.",,,,,,,,,,,,,,,,,
,,Main Workout (20 mins): 4 cycles of 3-min Power Walk -> 15 Ruck Squats -> 10 Ruck Overhead Presses -> 15 Ruck Good Mornings.,,,,,,,,,,,,,,,,,
,,Cool-down (5 mins): Shoulder and hip flexor stretches.,,,,,,,,,,,,,,,,,
,,BEGINNER ALTERNATIVE (STEP-BY-STEP):,,,,,,,,,,,,,,,,,
,,1. Reduce exercise intensity to 50% effort.,,,,,,,,,,,,,,,,,
,,"2. Perform each movement for 20-30 seconds, taking 30-40 seconds rest between moves.",,,,,,,,,,,,,,,,,
,,"3. Complete 2-3 rounds instead of 4-5, taking full 2-minute rest breaks between rounds.",,,,,,,,,,,,,,,,,
Resistance Band Park Loop - Routine #943,Anchored resistance loop training for full body tension. Designed for home/living room training using jump rope.,MAIN EXERCISE ROUTINE:,Time-Bound,Band Workouts,30.0,1.0,Free,Home/Living Room,14.0,75.0,Yes,High-intensity rhythmic movement provides vigorous proprioceptive feedback and heavy work input to regulate the nervous system.,"Proprioceptive, Vestibular, Tactile",Solo / Group,High,"Stamina, Energy, Strength, Focus, Stress Release","Restless, High Energy, Stressed, Lethargic, Seeking Focus",daytime,Movement / Exercise
,,Setup: Anchor heavy band around sturdy tree or post.,,,,,,,,,,,,,,,,,
,,"Warm-up (5 mins): Banded lateral walks, shoulder dislocations.",,,,,,,,,,,,,,,,,
,,"Main Workout (20 mins): 4 rounds of Banded Chest Presses (15 reps), Banded Rows (15 reps), Banded Woodchoppers (12 reps/side). Rest 45s.",,,,,,,,,,,,,,,,,
,,Cool-down (5 mins): Upper body static stretches.,,,,,,,,,,,,,,,,,
,,BEGINNER ALTERNATIVE (STEP-BY-STEP):,,,,,,,,,,,,,,,,,
,,1. Reduce exercise intensity to 50% effort.,,,,,,,,,,,,,,,,,
,,"2. Perform each movement for 20-30 seconds, taking 30-40 seconds rest between moves.",,,,,,,,,,,,,,,,,
,,"3. Complete 2-3 rounds instead of 4-5, taking full 2-minute rest breaks between rounds.",,,,,,,,,,,,,,,,,
Functional Animal Flow Routine - Routine #944,Quadrupedal ground movement for spatial awareness and agility. Designed for park bench training using jump rope.,MAIN EXERCISE ROUTINE:,Time-Bound,Pilates & Mobility,30.0,1.0,Free,Park Bench,14.0,75.0,Yes,High-intensity rhythmic movement provides vigorous proprioceptive feedback and heavy work input to regulate the nervous system.,"Proprioceptive, Vestibular, Tactile",Solo / Group,High,"Stamina, Energy, Strength, Focus, Stress Release","Restless, High Energy, Stressed, Lethargic, Seeking Focus",daytime,Movement / Exercise
,,"Warm-up (5 mins): Wrist rolls, ankle flexes, cat-cow flow.",,,,,,,,,,,,,,,,,
,,"Main Workout (20 mins): 4 rounds of Bear Crawls (45s), Crab Walks (45s), Kick-Throughs (45s), Frogger Hops (45s). Rest 60s.",,,,,,,,,,,,,,,,,
,,Cool-down (5 mins): Deep hip and wrist stretch.,,,,,,,,,,,,,,,,,
,,BEGINNER ALTERNATIVE (STEP-BY-STEP):,,,,,,,,,,,,,,,,,
,,1. Reduce exercise intensity to 50% effort.,,,,,,,,,,,,,,,,,
,,"2. Perform each movement for 20-30 seconds, taking 30-40 seconds rest between moves.",,,,,,,,,,,,,,,,,
,,"3. Complete 2-3 rounds instead of 4-5, taking full 2-minute rest breaks between rounds.",,,,,,,,,,,,,,,,,
Bodyweight Core & Squat Pyramid - Routine #945,Progressive bodyweight volume pyramid targeting legs and core. Designed for park bench training using resistance band.,MAIN EXERCISE ROUTINE:,Time-Bound,Calisthenics & Strength,30.0,1.0,Free,Park Bench,14.0,75.0,Yes,High-intensity rhythmic movement provides vigorous proprioceptive feedback and heavy work input to regulate the nervous system.,"Proprioceptive, Vestibular, Tactile",Solo / Group,High,"Stamina, Energy, Strength, Focus, Stress Release","Restless, High Energy, Stressed, Lethargic, Seeking Focus",daytime,Movement / Exercise
,,"Warm-up (5 mins): Jumping jacks, hip openers, bodyweight squats.",,,,,,,,,,,,,,,,,
,,"Main Circuit (20 mins): Perform 10-9-8-7-6-5-4-3-2-1 reps of Air Squats, Plank Shoulder Taps, and Reverse Lunges. Rest 60s after each full round.",,,,,,,,,,,,,,,,,
,,Cool-down (5 mins): Hamstring and lower back stretch.,,,,,,,,,,,,,,,,,
,,BEGINNER ALTERNATIVE (STEP-BY-STEP):,,,,,,,,,,,,,,,,,
,,1. Reduce exercise intensity to 50% effort.,,,,,,,,,,,,,,,,,
,,"2. Perform each movement for 20-30 seconds, taking 30-40 seconds rest between moves.",,,,,,,,,,,,,,,,,
,,"3. Complete 2-3 rounds instead of 4-5, taking full 2-minute rest breaks between rounds.",,,,,,,,,,,,,,,,,
Agility Ladder Footwork Drills - Routine #946,Coordination and quick-feet speed protocol. Designed for park bench training using jump rope.,MAIN EXERCISE ROUTINE:,Time-Bound,Sprints & Agility,30.0,1.0,Free,Park Bench,14.0,75.0,Yes,High-intensity rhythmic movement provides vigorous proprioceptive feedback and heavy work input to regulate the nervous system.,"Proprioceptive, Vestibular, Tactile",Solo / Group,High,"Stamina, Energy, Strength, Focus, Stress Release","Restless, High Energy, Stressed, Lethargic, Seeking Focus",daytime,Movement / Exercise
,,"Warm-up (5 mins): Light bounce, ankle circles, high knee marches.",,,,,,,,,,,,,,,,,
,,"Main Workout (20 mins): Perform 4 sets each of Icky Shuffle, In-Out Hops, Lateral High Knees, Single-leg Hops through agility grid.",,,,,,,,,,,,,,,,,
,,Cool-down (5 mins): Calf and Achilles tendon stretches.,,,,,,,,,,,,,,,,,
,,BEGINNER ALTERNATIVE (STEP-BY-STEP):,,,,,,,,,,,,,,,,,
,,1. Reduce exercise intensity to 50% effort.,,,,,,,,,,,,,,,,,
,,"2. Perform each movement for 20-30 seconds, taking 30-40 seconds rest between moves.",,,,,,,,,,,,,,,,,
,,"3. Complete 2-3 rounds instead of 4-5, taking full 2-minute rest breaks between rounds.",,,,,,,,,,,,,,,,,
Bodyweight AMRAP Explosion - Routine #947,As Many Rounds As Possible in 20 minutes. Designed for home/living room training using bodyweight.,MAIN EXERCISE ROUTINE:,Time-Bound,HIIT & Explosive Power,30.0,1.0,Free,Home/Living Room,14.0,75.0,Yes,High-intensity rhythmic movement provides vigorous proprioceptive feedback and heavy work input to regulate the nervous system.,"Proprioceptive, Vestibular, Tactile",Solo / Group,High,"Stamina, Energy, Strength, Focus, Stress Release","Restless, High Energy, Stressed, Lethargic, Seeking Focus",daytime,Movement / Exercise
,,"Warm-up (5 mins): Jogging, arm swings, bodyweight squats.",,,,,,,,,,,,,,,,,
,,"Main Workout (20 mins): Set 20-minute timer. Perform 15 Jumping Jacks, 10 Push-ups, 15 Air Squats, 10 Tuck Jumps continuously.",,,,,,,,,,,,,,,,,
,,Cool-down (5 mins): Full body recovery stretches.,,,,,,,,,,,,,,,,,
,,BEGINNER ALTERNATIVE (STEP-BY-STEP):,,,,,,,,,,,,,,,,,
,,1. Reduce exercise intensity to 50% effort.,,,,,,,,,,,,,,,,,
,,"2. Perform each movement for 20-30 seconds, taking 30-40 seconds rest between moves.",,,,,,,,,,,,,,,,,
,,"3. Complete 2-3 rounds instead of 4-5, taking full 2-minute rest breaks between rounds.",,,,,,,,,,,,,,,,,
Kettlebell Outdoor Flow - Routine #948,Continuous kinetic chain strength and conditioning circuit. Designed for stairwell training using kettlebell.,MAIN EXERCISE ROUTINE:,Time-Bound,Weighted & Resistance,30.0,1.0,Free,Stairwell,14.0,75.0,Yes,High-intensity rhythmic movement provides vigorous proprioceptive feedback and heavy work input to regulate the nervous system.,"Proprioceptive, Vestibular, Tactile",Solo / Group,High,"Stamina, Energy, Strength, Focus, Stress Release","Restless, High Energy, Stressed, Lethargic, Seeking Focus",daytime,Movement / Exercise
,,"Warm-up (5 mins): Dynamic hip halos, arm swings, bodyweight squats.",,,,,,,,,,,,,,,,,
,,"Main Workout (20 mins): 5 rounds of Kettlebell Swings (15 reps), Goblet Squats (12 reps), Single-arm Rows (10 reps/side). Rest 60s.",,,,,,,,,,,,,,,,,
,,Cool-down (5 mins): Full spine and hamstring stretches.,,,,,,,,,,,,,,,,,
,,BEGINNER ALTERNATIVE (STEP-BY-STEP):,,,,,,,,,,,,,,,,,
,,1. Reduce exercise intensity to 50% effort.,,,,,,,,,,,,,,,,,
,,"2. Perform each movement for 20-30 seconds, taking 30-40 seconds rest between moves.",,,,,,,,,,,,,,,,,
,,"3. Complete 2-3 rounds instead of 4-5, taking full 2-minute rest breaks between rounds.",,,,,,,,,,,,,,,,,
Banded Glute & Core Burnout - Routine #949,Lower body activation and stabilizer strengthening drill. Designed for stairwell training using dumbbells.,MAIN EXERCISE ROUTINE:,Time-Bound,Band Workouts,30.0,1.0,Free,Stairwell,14.0,75.0,Yes,High-intensity rhythmic movement provides vigorous proprioceptive feedback and heavy work input to regulate the nervous system.,"Proprioceptive, Vestibular, Tactile",Solo / Group,High,"Stamina, Energy, Strength, Focus, Stress Release","Restless, High Energy, Stressed, Lethargic, Seeking Focus",daytime,Movement / Exercise
,,"Warm-up (5 mins): Dynamic hip swings, light jogging.",,,,,,,,,,,,,,,,,
,,"Main Workout (20 mins): 4 rounds of Banded Lateral Monster Walks (45s), Banded Squats (45s), Banded Glute Bridges (45s). Rest 15s.",,,,,,,,,,,,,,,,,
,,Cool-down (5 mins): Deep glute and hip stretches.,,,,,,,,,,,,,,,,,
,,BEGINNER ALTERNATIVE (STEP-BY-STEP):,,,,,,,,,,,,,,,,,
,,1. Reduce exercise intensity to 50% effort.,,,,,,,,,,,,,,,,,
,,"2. Perform each movement for 20-30 seconds, taking 30-40 seconds rest between moves.",,,,,,,,,,,,,,,,,
,,"3. Complete 2-3 rounds instead of 4-5, taking full 2-minute rest breaks between rounds.",,,,,,,,,,,,,,,,,
Functional Animal Flow Routine - Routine #950,Quadrupedal ground movement for spatial awareness and agility. Designed for stairwell training using bodyweight.,MAIN EXERCISE ROUTINE:,Time-Bound,Pilates & Mobility,30.0,1.0,Free,Stairwell,14.0,75.0,Yes,High-intensity rhythmic movement provides vigorous proprioceptive feedback and heavy work input to regulate the nervous system.,"Proprioceptive, Vestibular, Tactile",Solo / Group,High,"Stamina, Energy, Strength, Focus, Stress Release","Restless, High Energy, Stressed, Lethargic, Seeking Focus",daytime,Movement / Exercise
,,"Warm-up (5 mins): Wrist rolls, ankle flexes, cat-cow flow.",,,,,,,,,,,,,,,,,
,,"Main Workout (20 mins): 4 rounds of Bear Crawls (45s), Crab Walks (45s), Kick-Throughs (45s), Frogger Hops (45s). Rest 60s.",,,,,,,,,,,,,,,,,
,,Cool-down (5 mins): Deep hip and wrist stretch.,,,,,,,,,,,,,,,,,
,,BEGINNER ALTERNATIVE (STEP-BY-STEP):,,,,,,,,,,,,,,,,,
,,1. Reduce exercise intensity to 50% effort.,,,,,,,,,,,,,,,,,
,,"2. Perform each movement for 20-30 seconds, taking 30-40 seconds rest between moves.",,,,,,,,,,,,,,,,,
,,"3. Complete 2-3 rounds instead of 4-5, taking full 2-minute rest breaks between rounds.",,,,,,,,,,,,,,,,,
Bodyweight Core & Squat Pyramid - Routine #951,Progressive bodyweight volume pyramid targeting legs and core. Designed for playground training using dumbbells.,MAIN EXERCISE ROUTINE:,Time-Bound,Calisthenics & Strength,30.0,1.0,Free,Playground,14.0,75.0,Yes,High-intensity rhythmic movement provides vigorous proprioceptive feedback and heavy work input to regulate the nervous system.,"Proprioceptive, Vestibular, Tactile",Solo / Group,High,"Stamina, Energy, Strength, Focus, Stress Release","Restless, High Energy, Stressed, Lethargic, Seeking Focus",daytime,Movement / Exercise
,,"Warm-up (5 mins): Jumping jacks, hip openers, bodyweight squats.",,,,,,,,,,,,,,,,,
,,"Main Circuit (20 mins): Perform 10-9-8-7-6-5-4-3-2-1 reps of Air Squats, Plank Shoulder Taps, and Reverse Lunges. Rest 60s after each full round.",,,,,,,,,,,,,,,,,
,,Cool-down (5 mins): Hamstring and lower back stretch.,,,,,,,,,,,,,,,,,
,,BEGINNER ALTERNATIVE (STEP-BY-STEP):,,,,,,,,,,,,,,,,,
,,1. Reduce exercise intensity to 50% effort.,,,,,,,,,,,,,,,,,
,,"2. Perform each movement for 20-30 seconds, taking 30-40 seconds rest between moves.",,,,,,,,,,,,,,,,,
,,"3. Complete 2-3 rounds instead of 4-5, taking full 2-minute rest breaks between rounds.",,,,,,,,,,,,,,,,,
Agility Ladder Footwork Drills - Routine #952,Coordination and quick-feet speed protocol. Designed for playground training using bodyweight.,MAIN EXERCISE ROUTINE:,Time-Bound,Sprints & Agility,30.0,1.0,Free,Playground,14.0,75.0,Yes,High-intensity rhythmic movement provides vigorous proprioceptive feedback and heavy work input to regulate the nervous system.,"Proprioceptive, Vestibular, Tactile",Solo / Group,High,"Stamina, Energy, Strength, Focus, Stress Release","Restless, High Energy, Stressed, Lethargic, Seeking Focus",daytime,Movement / Exercise
,,"Warm-up (5 mins): Light bounce, ankle circles, high knee marches.",,,,,,,,,,,,,,,,,
,,"Main Workout (20 mins): Perform 4 sets each of Icky Shuffle, In-Out Hops, Lateral High Knees, Single-leg Hops through agility grid.",,,,,,,,,,,,,,,,,
,,Cool-down (5 mins): Calf and Achilles tendon stretches.,,,,,,,,,,,,,,,,,
,,BEGINNER ALTERNATIVE (STEP-BY-STEP):,,,,,,,,,,,,,,,,,
,,1. Reduce exercise intensity to 50% effort.,,,,,,,,,,,,,,,,,
,,"2. Perform each movement for 20-30 seconds, taking 30-40 seconds rest between moves.",,,,,,,,,,,,,,,,,
,,"3. Complete 2-3 rounds instead of 4-5, taking full 2-minute rest breaks between rounds.",,,,,,,,,,,,,,,,,
Full-Body Tabata Assault - Routine #953,Maximum intensity 20-second work / 10-second rest intervals. Designed for park bench training using jump rope.,MAIN EXERCISE ROUTINE:,Time-Bound,HIIT & Explosive Power,30.0,1.0,Free,Park Bench,14.0,75.0,Yes,High-intensity rhythmic movement provides vigorous proprioceptive feedback and heavy work input to regulate the nervous system.,"Proprioceptive, Vestibular, Tactile",Solo / Group,High,"Stamina, Energy, Strength, Focus, Stress Release","Restless, High Energy, Stressed, Lethargic, Seeking Focus",daytime,Movement / Exercise
,,Warm-up (5 mins): Dynamic full-body movements and light cardio.,,,,,,,,,,,,,,,,,
,,"Main Workout (20 mins): 4 Tabata blocks (Burpees, Jump Squats, Mountain Climbers, High Knees). Work 20s, rest 10s for 8 rounds per block.",,,,,,,,,,,,,,,,,
,,Cool-down (5 mins): Slow walk and gentle static stretches.,,,,,,,,,,,,,,,,,
,,BEGINNER ALTERNATIVE (STEP-BY-STEP):,,,,,,,,,,,,,,,,,
,,1. Reduce exercise intensity to 50% effort.,,,,,,,,,,,,,,,,,
,,"2. Perform each movement for 20-30 seconds, taking 30-40 seconds rest between moves.",,,,,,,,,,,,,,,,,
,,"3. Complete 2-3 rounds instead of 4-5, taking full 2-minute rest breaks between rounds.",,,,,,,,,,,,,,,,,
Sandbag Carry & Squat Grind - Routine #954,Unstable load functional strength builder. Designed for trail/path training using weighted pack.,MAIN EXERCISE ROUTINE:,Time-Bound,Weighted & Resistance,30.0,1.0,Free,Trail/Path,14.0,75.0,Yes,High-intensity rhythmic movement provides vigorous proprioceptive feedback and heavy work input to regulate the nervous system.,"Proprioceptive, Vestibular, Tactile",Solo / Group,High,"Stamina, Energy, Strength, Focus, Stress Release","Restless, High Energy, Stressed, Lethargic, Seeking Focus",daytime,Movement / Exercise
,,"Warm-up (5 mins): Brisk walking, trunk rotations, leg swings.",,,,,,,,,,,,,,,,,
,,Main Workout (20 mins): 4 rounds of 100m Sandbag Bear Hug Carry -> 12 Sandbag Squats -> 10 Sandbag Floor Presses. Rest 90s.,,,,,,,,,,,,,,,,,
,,Cool-down (5 mins): Back and shoulder stretches.,,,,,,,,,,,,,,,,,
,,BEGINNER ALTERNATIVE (STEP-BY-STEP):,,,,,,,,,,,,,,,,,
,,1. Reduce exercise intensity to 50% effort.,,,,,,,,,,,,,,,,,
,,"2. Perform each movement for 20-30 seconds, taking 30-40 seconds rest between moves.",,,,,,,,,,,,,,,,,
,,"3. Complete 2-3 rounds instead of 4-5, taking full 2-minute rest breaks between rounds.",,,,,,,,,,,,,,,,,
Resistance Band Park Loop - Routine #955,Anchored resistance loop training for full body tension. Designed for stairwell training using jump rope.,MAIN EXERCISE ROUTINE:,Time-Bound,Band Workouts,30.0,1.0,Free,Stairwell,14.0,75.0,Yes,High-intensity rhythmic movement provides vigorous proprioceptive feedback and heavy work input to regulate the nervous system.,"Proprioceptive, Vestibular, Tactile",Solo / Group,High,"Stamina, Energy, Strength, Focus, Stress Release","Restless, High Energy, Stressed, Lethargic, Seeking Focus",daytime,Movement / Exercise
,,Setup: Anchor heavy band around sturdy tree or post.,,,,,,,,,,,,,,,,,
,,"Warm-up (5 mins): Banded lateral walks, shoulder dislocations.",,,,,,,,,,,,,,,,,
,,"Main Workout (20 mins): 4 rounds of Banded Chest Presses (15 reps), Banded Rows (15 reps), Banded Woodchoppers (12 reps/side). Rest 45s.",,,,,,,,,,,,,,,,,
,,Cool-down (5 mins): Upper body static stretches.,,,,,,,,,,,,,,,,,
,,BEGINNER ALTERNATIVE (STEP-BY-STEP):,,,,,,,,,,,,,,,,,
,,1. Reduce exercise intensity to 50% effort.,,,,,,,,,,,,,,,,,
,,"2. Perform each movement for 20-30 seconds, taking 30-40 seconds rest between moves.",,,,,,,,,,,,,,,,,
,,"3. Complete 2-3 rounds instead of 4-5, taking full 2-minute rest breaks between rounds.",,,,,,,,,,,,,,,,,
Functional Animal Flow Routine - Routine #956,Quadrupedal ground movement for spatial awareness and agility. Designed for trail/path training using kettlebell.,MAIN EXERCISE ROUTINE:,Time-Bound,Pilates & Mobility,30.0,1.0,Free,Trail/Path,14.0,75.0,Yes,High-intensity rhythmic movement provides vigorous proprioceptive feedback and heavy work input to regulate the nervous system.,"Proprioceptive, Vestibular, Tactile",Solo / Group,High,"Stamina, Energy, Strength, Focus, Stress Release","Restless, High Energy, Stressed, Lethargic, Seeking Focus",daytime,Movement / Exercise
,,"Warm-up (5 mins): Wrist rolls, ankle flexes, cat-cow flow.",,,,,,,,,,,,,,,,,
