activity_id,activity_title,instruction,activity_type,category,subcategory,duration,difficulty,cost,location,age_range,neurodivergent_friendly,neurodivergent_notes,sensory_tags,social_type,energy_level,outcome_tag,mood_match
ACT-001616,Explore different textures in your backyard,"Walk around your backyard and touch various natural objects like leaves, rocks, and bark. Describe the textures you feel — smooth, rough, soft, or prickly — to deepen your connection with nature.",Micro,Micro-Movement,"Stretching, Yoga",10 min,Tier-1,Free,Outdoor,5 to 100,Yes,"Flexible timing, sensory exploration, encourages mindfulness without pressure","['Touch', 'Sight']",Solo,Low,['Calming'],"['Peaceful', 'Neutral', 'Good']"
ACT-001617,"Create a wind chime using shells, driftwood, and twine","Collect shells, driftwood, and twine from your beach visit. Tie the twine to the driftwood to create a base, then attach the shells to the twine at varying lengths to create a beautiful wind chime.",Time-Bound,Puzzle & Logic,"Puzzles, Brain Games",40 min,Tier-2,Free,Outdoor,8 to 80,Partial,"Engaging with natural materials can be soothing, but the activity may require focus and fine motor skills.","['Touch', 'Sight', 'Sound']",Solo,Medium,['Calming'],"['Happy', 'Peaceful', 'Good']"
ACT-001618,Simmer cinnamon sticks and orange peels for a warm aroma,"In a pot, combine 4 cups of water, 2 cinnamon sticks, and the peels of 2 oranges. Bring to a simmer and let the warm scent fill your home for 20-30 minutes.",Time-Bound,Gardening,"Plant Care, Vegetable Growing",20 min,Tier-1,Low,Indoor,10 to 100,Yes,"Simple steps, pleasant sensory experience, no time pressure, soothing aroma","['Smell', 'Touch']",Solo,Low,['Calming'],"['Peaceful', 'Good', 'Neutral']"
ACT-001619,Craft a fidget toy using buttons and string,"Gather a few buttons and a length of string. Thread the buttons onto the string, tying knots to secure them in place. Use your fingers to manipulate the buttons for a soothing sensory experience.",Micro,Tactile & Sensory,"Grounding, Sensory Play",10 min,Tier-1,Free,Indoor,5 to 100,Yes,"Simple and flexible activity, provides tactile stimulation, can be done at your own pace","['Touch', 'Sight']",Solo,Low,['Calming'],"['Anxiety', 'Overwhelmed', 'Peaceful']"
ACT-001620,Bake homemade pretzels,"Mix 2 cups of warm water, 1 packet of yeast, and 1 tablespoon of sugar. Let it sit for 5 minutes, then add 4 cups of flour and 1 teaspoon of salt. Knead the dough for 5 minutes, shape into pretzels, and boil in a baking soda solution before baking at 425 degrees Fahrenheit for 12-15 minutes.",Time-Bound,Baking & Cooking,"Baking, Cooking",60 min,Tier-2,Low,Indoor,10 to 70,Partial,,"['Touch', 'Smell', 'Sight']",Optional Group,Medium,['Calming'],"['Happy', 'Excited', 'Good']"
ACT-001621,Knead dough for homemade sourdough bread,"Combine 500g of bread flour, 350ml of water, and 10g of salt in a bowl. Mix until a shaggy dough forms, then knead for about 10 minutes until smooth. Let it rise overnight in a covered bowl.",Long-Term,Micro-Movement,"Stretching, Yoga",Multi-day,Tier-2,Low,Indoor,14 to 80,Partial,,"['Touch', 'Smell']",Solo,Low,['Calming'],"['Peaceful', 'Neutral', 'Good', 'Boredom']"
ACT-001622,Host a mini potluck,"Invite friends to bring one homemade dish to share, set a date, and enjoy a variety of flavors together.",Time-Bound,Puzzle & Logic,"Puzzles, Brain Games",3 hrs,Tier-1,Low,Indoor,18 to 90,Yes,"Social setting with clear expectations, allows for personal expression through food.","['Taste', 'Smell', 'Sight']",Group 2-10,Medium,['Social Connection'],"['Happy', 'Excited', 'Good']"
ACT-001623,Pick and blend your own herbal tea mix from fresh garden herbs,"Gather fresh herbs from your garden, such as mint, chamomile, or lemon balm. Chop them roughly and mix together in a bowl. Steep 1 tablespoon of your blend in hot water for 5-7 minutes to enjoy your tea.",Time-Bound,Gardening,"Plant Care, Vegetable Growing",20 min,Tier-1,Free,Outdoor,10 to 80,Yes,"Simple steps, engaging sensory experience, and no strict time limit","['Touch', 'Smell', 'Sight']",Solo,Low,['Calming'],"['Peaceful', 'Good', 'Neutral']"
ACT-001624,Ferment a batch of homemade kimchi,"Chop 1 medium napa cabbage and sprinkle with 1 tablespoon of salt. Let it sit for 1-2 hours, then rinse and drain. Mix with 2-3 tablespoons of chili powder, 1 tablespoon of minced garlic, and any other spices you like. Pack tightly into a jar and let it ferment at room temperature for 1-2 weeks.",Long-Term,Tactile & Sensory,"Grounding, Sensory Play",Multi-day,Tier-2,Low,Indoor,12 to 80,Yes,"Engaging and hands-on, with a focus on sensory exploration and no strict time limits.","['Touch', 'Smell']",Optional Group,Medium,['Calming'],"['Happy', 'Excited', 'Good']"
ACT-001625,Cook a three-course meal using ingredients that start with the same letter,"Choose a letter and prepare a three-course meal using ingredients that all start with that letter. For example, for 'C', you could make carrot soup, chicken curry, and chocolate cake.",Time-Bound,Baking & Cooking,"Baking, Cooking",3 hrs,Tier-2,Low,Indoor,12 to 80,Partial,"Encourages creativity and planning, but may require flexibility with ingredient availability.","['Touch', 'Sight', 'Smell']",Optional Group,Medium,['Social Connection'],"['Happy', 'Excited', 'Good']"
ACT-001626,Plan and prepare a picnic meal made entirely from leftovers in your fridge,"Gather all your leftovers, decide on a few complementary dishes, and pack them into a basket with some utensils and a blanket for your picnic. Enjoy your meal outdoors or in a cozy spot at home.",Time-Bound,Micro-Movement,"Stretching, Yoga",20 min,Tier-1,Free,Indoor,12 to 80,Partial,"Flexible planning, creative use of ingredients, opportunity for sensory engagement with food","['Touch', 'Sight', 'Smell']",Optional Group,Medium,['Social Connection'],"['Happy', 'Excited', 'Good']"
ACT-001627,Create a themed dinner night using authentic recipes,"Choose a theme like Italian or Mexican, gather authentic recipes from family, and prepare a full meal together, enjoying the process and flavors.",Time-Bound,Puzzle & Logic,"Puzzles, Brain Games",3 hrs,Tier-2,Low,Indoor,12 to 80,Partial,"Involves planning and creativity, can be adapted for different sensory preferences.","['Touch', 'Smell', 'Sight']",Group 2-10,Medium,['Social Connection'],"['Happy', 'Excited', 'Good']"
ACT-001628,Bake a family member's favorite cake,"Gather ingredients for the cake: 2 cups flour, 1 1/2 cups sugar, 1 cup butter, 4 eggs, 1 cup milk, and 2 teaspoons vanilla. Bake at 350°F for 30-35 minutes. For the icing, mix 1 cup butter with 4 cups powdered sugar, 1/4 cup milk, and 1 teaspoon vanilla until smooth. Focus on spreading the icing evenly on the cooled cake.",Time-Bound,Gardening,"Plant Care, Vegetable Growing",3 hrs,Tier-2,Low,Indoor,12 to 80,Partial,"Steps can be broken down, sensory-rich experience, allows for creativity in icing design","['Touch', 'Smell', 'Sight']",Optional Group,Medium,['Calming'],"['Happy', 'Excited', 'Good']"
ACT-001629,Complete a 1000-piece jigsaw puzzle,"Set up a comfortable space and start by sorting the pieces by color and edge. Work on connecting pieces over a few days, focusing on small sections at a time.",Long-Term,Puzzle & Logic,"Puzzles, Brain Games",Multi-day,Tier-2,Low,Indoor,10 to 90,Yes,"Engaging and repetitive, allows for breaks, promotes focus without time pressure","['Touch', 'Sight']",Solo,Low,"['Calming', 'Focus']","['Neutral', 'Peaceful', 'Boredom', 'Good']"
ACT-001630,Challenge yourself to solve a classic Sudoku puzzle,"Grab a pencil and paper, find a Sudoku puzzle online or in a book, and start filling in the grid while ensuring each row, column, and 3x3 box contains the numbers 1 to 9 without repetition.",Micro,Gardening,"Plant Care, Vegetable Growing",10 min,Tier-2,Free,Indoor,10 to 99,Yes,"Engaging and structured activity, allows for focus and can be done at your own pace.","['Sight', 'Touch']",Solo,Low,['Focus'],"['Neutral', 'Calming', 'Peaceful']"
ACT-001631,Learn to identify ten local bird species and document their sightings in a notebook,"Take a walk in your local park or nature area, observe the birds around you, and note down their characteristics and behaviors in a notebook. Aim to identify at least ten different species.",Long-Term,Tactile & Sensory,"Grounding, Sensory Play",Multi-day,Tier-2,Free,Outdoor,10 to 100,Partial,"Encourages focus on the environment, can be done at your own pace, may require patience in observing birds.","['Sight', 'Sound']",Solo,Medium,['Calming'],"['Peaceful', 'Good', 'Neutral']"
ACT-001632,Host a scavenger hunt with riddles and clues around your neighborhood,"Create a list of 5-10 clues that lead to different locations in your neighborhood. Gather friends or family, hand out the first clue, and let the adventure begin as you solve riddles and explore together.",Time-Bound,Micro-Movement,"Stretching, Yoga",60 min,Tier-2,Free,Outdoor,8 to 60,Partial,"Clues can be adapted for different skill levels, and the activity allows for breaks and adjustments as needed.","['Sight', 'Movement']",Group 2-10,Medium,['Social Connection'],"['Happy', 'Excited', 'Good']"
ACT-001633,Design and complete a DIY escape room at home using household items,"Gather household items like boxes, locks, and clues. Create puzzles and challenges for friends or family to solve within a set time limit, using your imagination to craft an engaging storyline.",Time-Bound,Baking & Cooking,"Baking, Cooking",60 min,Tier-2,Free,Indoor,10 to 60,Partial,"Encourages creativity and problem-solving, but may require clear instructions and a structured environment.","['Touch', 'Sight']",Group 2-10,Medium,['Social Connection'],"['Excited', 'Happy', 'Good']"
ACT-001634,Solve a Rubik's Cube and then teach the method to a friend,"Start by learning the basic algorithms for solving a Rubik's Cube. Once you can solve it, explain the steps to a friend and guide them through their first solve.",Time-Bound,Puzzle & Logic,"Puzzles, Brain Games",40 min,Tier-2,Free,Indoor,10 to 60,Yes,"Clear, structured steps help with understanding; teaching reinforces learning.","['Touch', 'Sight']",Optional Group,Medium,"['Focus', 'Social Connection']","['Happy', 'Excited', 'Neutral', 'Good']"
ACT-001635,Play a challenging game of chess with a family member,"Set up a chessboard and take turns moving pieces, aiming to outsmart each other with strategy and foresight. Enjoy the challenge and conversation as you play.",Time-Bound,Gardening,"Plant Care, Vegetable Growing",60 min,Tier-2,Free,Indoor,10 to 100,Yes,"Encourages strategic thinking, social interaction, and can be played at your own pace.","['Sight', 'Sound']",Optional Group,Low,"['Focus', 'Social Connection']","['Happy', 'Neutral', 'Good', 'Excited']"
ACT-001636,Complete a crossword puzzle from a newspaper,"Find a crossword puzzle in your newspaper, grab a pencil, and start filling in the answers based on the clues. Take your time and enjoy the challenge.",Time-Bound,Tactile & Sensory,"Grounding, Sensory Play",20 min,Tier-2,Free,Indoor,12 to 100,Yes,"Engaging and structured activity with clear tasks, can be done at your own pace.","['Touch', 'Sight']",Solo,Low,['Focus'],"['Neutral', 'Boredom', 'Anxiety', 'Good']"
ACT-001637,Create your own cryptic crossword with unique clues and challenge a friend,"Think of a theme, then create a grid on paper. Fill in words that fit the theme and write clever clues for each. Share it with a friend to solve together.",Micro,Micro-Movement,"Stretching, Yoga",10 min,Tier-2,Free,Outdoor,10 to 100,Yes,Encourages creativity and problem-solving in a low-pressure environment,"['Touch', 'Sight']",Optional Group,Low,"['Focus', 'Social Connection']","['Happy', 'Excited', 'Neutral', 'Good']"
ACT-001638,Assemble a 3D wooden model or puzzle,"Gather your 3D wooden model kit and follow the instructions to fit the pieces together, enjoying the tactile challenge as you create something beautiful.",Time-Bound,Baking & Cooking,"Baking, Cooking",40 min,Tier-2,Low,Indoor,10 to 60,Partial,"Engaging hands-on activity with clear steps, can be calming but may require focus.","['Touch', 'Sight']",Solo,Medium,['Focus'],"['Happy', 'Neutral', 'Good', 'Excited']"
ACT-001639,Start a small herb garden using recycled containers and seeds from your kitchen,"Gather small containers like yogurt cups or egg cartons, fill them with potting soil, and plant seeds from your kitchen such as basil or cilantro. Water gently and place in a sunny spot.",Long-Term,Puzzle & Logic,"Puzzles, Brain Games",Multi-day,Tier-1,Free,Indoor,10 to 80,Yes,"Flexible timing, hands-on activity, nurturing and calming process","['Touch', 'Sight', 'Smell']",Solo,Low,['Calming'],"['Happy', 'Peaceful', 'Good']"
ACT-001640,Build a vertical garden on your balcony using plastic bottles,"Collect 5-10 empty plastic bottles, cut them in half, and attach them to a wall or railing using wire or string. Fill with potting soil and plant herbs or small vegetables.",Long-Term,Gardening,"Plant Care, Vegetable Growing",Multi-day,Tier-2,Low,Outdoor,10 to 90,Yes,"Hands-on activity with clear steps, engaging sensory experience, and flexible pace.","['Touch', 'Sight']",Optional Group,Medium,['Calming'],"['Happy', 'Excited', 'Good']"
ACT-001641,Research and plant a butterfly garden that attracts local pollinators,"Start by researching native plants that attract butterflies in your area. Choose a sunny spot in your yard or a container, and plant a mix of flowers like milkweed, coneflower, and zinnias, spacing them according to their needs.",Long-Term,Tactile & Sensory,"Grounding, Sensory Play",Multi-day,Tier-2,Low,Outdoor,10 to 80,Yes,Engaging with nature can provide calming sensory experiences and a sense of accomplishment.,"['Touch', 'Sight', 'Smell']",Optional Group,Medium,['Calming'],"['Happy', 'Excited', 'Peaceful']"
ACT-001642,Prepare a seasonal compost pile using kitchen waste and garden trimmings,"Collect kitchen scraps like vegetable peels and garden trimmings, layer them in a bin or pile, and turn them every few weeks to help them break down into rich compost.",Long-Term,Micro-Movement,"Stretching, Yoga",Multi-day,Tier-1,Free,Outdoor,10 to 90,Yes,"Flexible timing, repetitive actions, and engaging with nature can be soothing.","['Touch', 'Smell']",Solo,Medium,['Calming'],"['Happy', 'Peaceful', 'Neutral']"
